"风险投资（VC）,投资,险峰长青（险峰华兴）,经纬创投",险峰李黎和经纬丛真为什么都在 2017 年 2 月被爆离职？,"相关背景：,昨天上午，投资人丛真在其公众号“且听真言”发布名为“十年磨剑，再启新帆”的文章，称明天将是自己在经纬创投担任合伙人的最后一天。3月1日起也将启动新基金的募集工作。其公号的功能介绍中也更替为：天善资本管理合伙人。他的新东家天善资本也同期发文，欢迎其成为创始人任旭阳之后的第二位管理合伙人。 同天下午，网上传出险峰长青管理合伙人李黎…"
"互联网,产品,商业,互联网创业,应用程序（application program）",Any.Do 是如何盈利的？,Any.Do 是我用过的为数不多的既精致又完全没有广告的免费软件，这样的软件如何盈利呢？况且还要支持云同步的服务器开销。
"创业,人工智能,机器学习,高科技",为什么知图科技和孟醒分道扬镳？,据说是被新浪收购了？
"银行,商业银行",J.P. Morgan 都有哪些商业贡献？,他开创了一个怎样的商业模式
"风险投资（VC）,融资,体育,私募股权（PE）,虎扑",虎扑获 4000 万 B 轮融资意味着什么？, 4000万算多吗？这次的融资对虎扑未来的发展有什么影响？
"风险投资（VC）,互联网,移动互联网,互联网金融,金融",VC 更看好互联网金融的哪种模式？原因是什么？,
"互联网,创业,产品,天使投资,创业融资",刚拿到 550 万美元 A 轮融资的支付公司 Cover 是怎样一家公司？,是一家提供支付解决方案的初创公司，他们想做的就是帮助到餐厅用餐的食客省去繁琐的排队结账过程，让他们可以专心地吃饭聊天，聊完走人就好。Cover 是怎么做的呢？它提供了一套轻便的解决方案，可以融入餐厅自有的 POS 系统里。当用户到店时，只要和服务员说他们最后会用 Cover 付费，就可以在饭后结账时一键在移动端上支付，不需要看账单也不需要等待。如果人多有 AA 需求的话，Cover 也会按人头自动计算出平摊的费用，大…
"创业,百度,谷歌 (Google),算法与数据结构,ACM 竞赛",如何评价楼天城创办 Pony.ai？,楼天城2012年从清华大学计算机系博士毕业，先后在Google工作3年半的时间（2012-2015），Quora工作3个月，百度工作6个月（201604-201610），并于2016年年末创办Pony.ai
"程序员,程序员面试,女程序员,服饰搭配,穿衣打扮",女程序员的日常穿着打扮是什么样的？穿裙子而不是T恤牛仔裤的女媛，会不会因为不专业而受组长主管不待见？,日常穿着打扮分工作和平时。受不受带见分面试和正式工作时。也欢迎男程序员来回答，自己对女媛穿着打扮的不同感受和印象～
"淘宝网,网上购物,淘宝店铺,服装面料,服饰搭配",帮忙看看这种打底裤的布料？,曾经从淘宝上买了一条打底裤 很舒服很好穿 最重要的是显瘦！想再买第二条时就买不到同样布料的了 现在市面上的打底裤基本全是斜纹梭织布的 但是我那条是那种有点亮 比梭织布滑的那种 大家帮忙看看这是什么布料 顺便问问有没有这种料子的打底裤的链接什么的？！！！下面上图 这是市面上最常见的梭织布斜纹打底裤 不是我想要的料子 这是我想要的 大家帮忙看看 
"时尚,衣服,韩国流行音乐（K-Pop）,韩国明星",如何评价2016年SM时尚风格，是什么风？,
"设计,运动,衣服,服装设计",为什么很多运动衣的设计上，袖子或者裤腿上都有2-4条直的长条？,比如以前蓝色运动衣运动裤袖子和两裤腿外侧会有白色的长条，或者有些白底运动衣会有红色或者蓝色等颜色的长条，是出于什么原因选择了这种设计？因为象征跑道吗？ 原提问者说的蓝色运动衣应该跟 Adidas 无关，而是这个吧？如果不是请删。找不到最古老的小时候穿的那种棉质套头运动衣的照片了。
"中国文化,文化,节日,汉服",如果发扬汉服文化节会怎样？会有前景吗？,如图，题主最近被这种样式的汉服迷得不要不要的；但心里喜欢归喜欢，还是没有勇气穿着走出去… 为什么中国没有一个汉文化节呢？ 在这个节日，可以弄一小块地方，一条街，有小商小贩，有主题有活动， 晚上有戏班子有烟花， 大家都可以穿着汉服在那里聚。 然后时间就了就真的变成了一个节日…参考双11，说不定国家还能因此放一天假（这才是重点）… 大家觉得我的提议肿么样… 这种想法可行度高吗…？
"历史,珠宝设计",国王和皇后的冠设计经历过怎样的历史变迁？,我在查阅扑克牌所代表的那些王里面看到查理大帝有戴过2种王冠，另外亚历山大大帝好像没王冠，凯撒的雕像没他戴冠的，不知道为何 求高人指点
"时尚,美丽,美容护肤",请问这套VS的ultimate moisture system应该怎么用？,里面有 smoothing scrub wash. Hydrating body lotion. Ultrarich cream wash. Weightless body oil.请问用法步骤是什么？
"书籍推荐,时尚,绘画,建筑,审美,艺术史论",围绕从「古典」到「现代」审美学的变化而谈，有哪些书籍值得推荐？,从绘画、建筑、时尚、服饰 音乐任何一个方面。
"互联网,产品经理,豆瓣,用户价值,外部性",如何理解阿北所说的「用户价值的外部性」？,
"即时通讯 (IM),微信,Android 开发,开源,Android",如何评价微信开源的跨平台网络库 mars？,如何评价 微信 最近开源的 网络库 Mars
"互联网,产品,大众点评,运营,社区产品",大众点评社区的运营有哪些心得？,个人感觉，大众点评的社区运营的非常成功，活跃度非常高、用户热衷于把自己的照片发到论坛上。同时，借助社区这个平台，许多衍生的服务也开展的十分火热。
"字体,苹果公司 (Apple Inc.)",苹果公司自研字体 Apple Sans 的开发进度如何？,"> Speaking of typography, I expect the system font to change for the first time since Mac OS X 10.0 back in 2001. (If you want to be pedantic, Lucida Grande has been the system font since ,.) Helvetica Neue is the obvious choice, since that’s what iOS uses. The wildcard would be Apple Sans (perhaps with a new name), a new typeface Apple has been designing in-house …"
"百度,谷歌 (Google),搜狗,搜索引擎",中国用户使用搜索引擎的渠道是怎么分布的？各渠道比重大致是多少？,近日，李开复在质疑 Citron 做空报告的文章中称：“中国只有大约一半的搜索查询是直接进入到搜索引擎的网页进行操作的。” 这个数据是可信吗？假如是正确的，那另一半的搜索查询又分布在哪些渠道（例如浏览器搜索框、网址导航、地址栏等）？
"Android 开发,谷歌 (Google),Android,工作体验",Google Android 团队是如何工作的？团队氛围是怎样的？,
"商业策略,互联网,Adobe,商业,信息技术（IT）",从商业的角度，如何看待Adobe这次正版释放行为？,
"React,webpack",一个基于 Webpack 构建的大型项目应当在保证多人合作开发和依赖懒加载的前提下如何配置？,"最近才开始学习使用 Webpack 进行前端项目构建，之前一直使用 requireJs 实现依赖懒加载 + gulp 实现代码编译任务，更换到 Webpack 后见识到了 Webpack 的强大，但实际运用到项目中时也有些疑问如下：关于 css —— 
Webpack 中所有资源都可以 require 到，只要有合适的 loader，但是对于 css 之类的公共资源，使用 style-loader、css-loader 将样式载入到页面中。对单个页面而言确实是减少了请求数，加快了样式显示速度，但是这…"
"移动互联网,腾讯,产品经理,微信",微信在研发过程中，团队规模的变化分哪几个阶段？每个阶段的规模大致是多少人？,
"建筑,运营,建筑设计,ikuku,国际合作",建筑事务所在经营国际合作项目中，会有哪些特殊的运营/合作/工作方式？,追问：经常参加国际项目的建筑事务所，有哪些较灵活的运营/合作/工作方式？（如：老大满世界跑，在当地组建临时工作小队。）
"互联网,推广,营销策划,营销案例",互联网公司在世界杯这个时间节点都做过哪些活动营销案例？,譬如上一届世界杯都有哪些互联网公司的营销案例？
"互联网,互联网产品,奇虎 360,财报,360 安全浏览器,经营收入,流量变现",根据 360 财报解读，其主要营收仍来自于浏览器的默认首页的流量变现，为什么其他众产品难以实现货币化？,"财报解读链接：, 不能货币化的产品有价值吗？"
"Facebook,C++,Boost（C++库）",Facebook 开源的 C++ 网络库 wangle 和 Boost.Asio 有何异同？,"Wangle（,）和 Boost.Asio 有何异同？如果使用的话有什么建议？"
"互联网,豆瓣,same（移动应用）,达罗",豆瓣「达罗」是山寨 same 吗？,据说产品设计略有即视感。 有same和达络用户可以介绍一下两者的异同？
"Mac,苹果公司 (Apple Inc.),计算机,电脑硬件,Mac Pro (2013)",Mac Pro 2013 实际上手操作的使用体验如何？,
"戏曲,传统戏曲,古代服饰史",传统戏曲服装里的“三不分”到底是为什么？,最近看书发现传统戏曲服装里有“三不分，六有别”。“三不分”即传统戏曲服装在应用上“不分朝代、不分地域、不分季节”，通用于一切古典戏曲剧目。“六有别”我能理解，但“三不分”是为什么呢？这种现象到底是如何形成的？有什么相关方面的书籍吗？
"汽车,衣服,骨科,车祸,汽车安全",车祸时身穿紧身裙真的能有效降低撞击给身体带来的伤害并保护内脏吗？,"前段时间有这样一则新闻： , 汽车是大部分人选择的交通工具，而,的发生令人体受到的伤害着实让人心慌。 个人了解到车祸伤常见有以下, 在这四种伤害中，两种发生在头部，两种处于躯干。 系着安全带的情况下，如果发生车祸，躯干处的伤害真的能够利用穿,来降低吗？或者穿着其他固定上身的装备呢？头部的伤害怎么降…"
"经济学,货币银行学,黄金储备",如果某国黄金储备突然大量丢失，会对该国及世界造成怎样的影响？,在西班牙内战时期，曾经大量向苏联运送黄金，但是后来苏联拒绝承认，这是真的吗？ 如果一个国家黄金储备大量丢失，比如被盗或者因为内战而付给别的国家，会对该国造成怎样的影响？ 如果是大量黄金在运送过程中沉入海底，无法寻回，这又会对黄金储备国或者世界经济造成影响吗？造成哪些影响？
"珠宝,首饰,大牛,首饰设计,珠宝首饰设计研究生",知乎有谁在首饰设计领域算的上大牛，或者中牛的？,想关注一些首饰设计师，在学这个，欢迎自荐。
